id,artist,title,year,medium,dimensions,object_id,file_name
139,"Winogrand, Garry","Untitled, from the "Women are Beautiful"" portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.56,1982_64_56.JPG
140,"Winogrand, Garry","Untitled, from the "Women are Beautiful"" portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.57,1982_64_57.JPG
141,"Winogrand, Garry","Untitled, from the "Women are Beautiful"" portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.58,1982_64_58.jpg
142,"Gardner, George W.","Chiapas, Mexico",1963,"Gelatin silver print","paper: 14 in x 11 in",1989:124,1989_124.jpg
143,"Winogrand, Garry","Untitled, from the "Women are Beautiful"" portfolio"","1969; portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.60,1982_64_60.JPG
144,"Winogrand, Garry","Untitled, from the "Women are Beautiful"" portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.61,1982_64_61.JPG
145,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.62,1982_64_62.JPG
146,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","1969, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.64,1982_64_64.JPG
147,"Gardner, George W.","Jalisco, Mexico",1963,"Gelatin silver print","paper: 11 in x 14 in",1989:126,1989_126.jpg
148,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.65,1982_64_65.JPG
149,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.66,1982_64_66.JPG
150,"Walker, Todd","Untitled, from "Todd Walker"" Portfolio"","n.d., portfolio 1978","Screen print","image: 6 3/8 in x 9 5/8 in; paper: 10 in x 13 in",1981:184.2,1981_184_2.jpg
151,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.82,1982_64_82.JPG
152,"Gardner, George W.","Adirondack Mountains, New York",n.d.,"Gelatin silver print","paper: 11 in x 14 in",1989:127,1989_127.jpg
153,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.70,1982_64_70.JPG
154,"Coleman, Judy","Judy Coleman Portfolio of 6 Photographs",1989,"Gelatin silver print",,2000:18.1-6,2000_18_1-6.JPG
155,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.72,1982_64_72.JPG
156,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.73,1982_64_73.JPG
157,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.74,1982_64_74.JPG
158,"Avison, David","Martha's Vineyard",1980,"Gelatin silver print","image: 10 3/16 in x 31 7/8 in; paper: 12 7/8 in x 33 7/8 in",1980:92,1980_92.jpg
159,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.76,1982_64_76.JPG
160,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.77,1982_64_77.JPG
161,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.78,1982_64_78.JPG
162,"Smit, Bryan",Untitled,n.d.,"Gelatin silver print","paper: 4 in x 6 3/4 in",1988:184,1988_184.JPG
163,"Lyon, Danny","Age 18, six years, theft; Age 18, three years, burglary; Age 18, four years, forgery, from "Conversations with the Dead"""","1967-1969, printed c.1980","Gelatin silver print","paper: 14 in x 11 in",1988:37.11,1988_37_11.JPG
164,"Delondi, G.",Untitled,1974,"Gelatin silver print","paper: 7 in x 6 15/16 in",1988:203,"1988_203 copy.jpg"
165,"Lyon, Danny","Dining room, from "Conversations with the Dead"""","1967-1969, printed c.1980","Gelatin silver print","paper: 11 in x 14 in",1988:37.10,1988_37_10.JPG
166,"Lyon, Danny","The line, from "Conversations with the Dead"""","1967-1969, printed c.1980","Gelatin silver print","paper: 11 in x 14 in","1988:37.12 DEACCESSIONED",1988_37_12.JPG
167,"Klinger, Fred W.","22nd Spring Road, Oakbrook, Illinois",1970,"Gelatin silver print","paper: 6 7/8 in x 9 1/2 in",1988:225,1988_225.jpg
168,"Klinger, Fred W.","63rd St. and Rt. 83, Hindsdale, Illinois","May 27, 1970","Gelatin silver print","paper: 6 1/2 in x 9 1/4 in",1988:228,1988_228.jpg
169,"Gohlke, Frank","Timber Salvage on Ridge at Eastern Unit of Blast Zone, Clearwater Creek Valley, 9.5 Miles East of Mt. St. Hellens",1983,"Gelatin silver print","paper: 20 in x 24 in",1988:256,1988_256.jpg
170,"Iska, James","Maribel Sanchez and her Self Portrait, Hans Christian Anderson Elementary School, Chicago, from Changing Chicago",1988,"Gelatin silver print","paper: 7 3/8 in x 5 in",1989:45,1989_45.jpg
171,"Iska, James","Roberto Hernandez and his Self Portrait, Hans Christian Anderson Elementary School, Chicago, from Changing Chicago",1988,"Gelatin silver print","paper: 7 3/8 in x 5 in",1989:47,1989_47.jpg
172,"Iska, James","Oscar Flores and his Self Portrait, Hans Christian Anderson Elementary School, Chicago, from Changing Chicago",1988,"Gelatin silver print","paper: 7 3/8 in x 5 in",1989:50,1989_50.jpg
173,"Iska, James","Luis Gonzalez and his Self Portrait, Hans Christian Anderson Elementary School, Chicago, from Changing Chicago",1988,"Gelatin silver print","paper: 7 3/8 in x 5 IN",1989:51,1989_51.jpg
174,"McKinney, Rhondal","Untitled (BBC)",1991,"Gelatin silver print","image: 22 3/8 in x 18 in; paper: 24 in x 20 in",1991:9,1991_9.JPG
175,"Reininger, Alon","Scott Mayfield, AIDS Patient With Nurse Jerry Cirasuola",1989,"Chromogenic development print","image: 12 1/4 in x 18 3/8 in; paper: 16 in x 20 in",1991:15,1991_15.jpg
176,"Avison, David","Oak Street Beach, Chicago, from Changing Chicago",1987,"Chromogenic development print","image: 5 3/8 in; paper: 8 in x 20 in",1995:60,1995_60.jpg
177,"Blau, Dick","Polish Highlanders Festival, from Changing Chicago",1987,"Gelatin silver print","paper: 11 in x 14 in",1995:414,"1995_414 copy.jpg"
178,"Arndt, Thomas Frederick","Man in Front of Marshall Field's, Chicago, from Changing Chicago",1986,"Gelatin silver print","image: 8 1/4 in x 12 1/2 in; paper: 11 in x 14 in",1995:433,1995_433.jpg
179,"Ciurej, Barbara; Lochman, Lindsay","Hospital Mercy Center for Health Care Services, from Changing Chicago","March 22, 1988, 10 A.M.","Gelatin silver print","paper: 11 in x 14 in",1995:455,1995_455.jpg
180,"Ciurej, Barbara; Lochman, Lindsay","Hospital Mercy Center for Health Care Services, from Changing Chicago","March 22, 1988, 10 A.M.","Gelatin silver print","paper: 11 in x 14 in",1995:455,1995_455.jpg
181,"Neimanas, Joyce",Heroicomic,1993,"Inkjet print","frame: 51 in x 41 in; image, ea.: 10 3/8 in x 7 5/8 in",1993:20,1993_20.jpg
182,"Crane, Barbara","People of the North Portal",1970,"Gelatin silver print","paper: 13 3/4 in x 11 3/4 in",1986:232.21,1986_232_21.JPG
183,"Berens, Stephen",Untitled,n.d.,"Offset print","image: 6 7/8 in x 8 7/8 in; paper: 8 3/4 in x 11 in",1979:3,1979_3.JPG
184,"Uelsmann, Jerry N.",Untitled,1975,"Gelatin silver print","paper: 14 in x 11 in",2002:211,2002_211.jpg
185,"Gerken, Meg","Home From School with the Flu, Andrea and Her Son Ivory, Chicago, from Changing Chicago",1988,"Gelatin silver print","paper: 16 in x 20 in",1995:236,1995_236.jpg
186,"Pinney, Melissa Ann","Blindfolded Ritual at the Wedding of Maria Hondros, from Changing Chicago","May 18, 1987","Chromogenic development print","paper: 16 in x 20 in",1989:145,1989_145.jpg
187,"Pinney, Melissa Ann","Dancers Dressing for the Opera "Lulu"""," from Changing Chicago"",1987,"Chromogenic development print","paper: 16 in x 20 in",1989:146
188,"Pinney, Melissa Ann","Flower Girls Being Dressed for the Wedding of Maria Hondros, from Changing Chicago","July 18, 1987","Chromogenic development print","paper: 16 in x 20 in",1989:147,1989_147.jpg
189,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.80,1982_64_80.JPG
190,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.81,1982_64_81.JPG
191,"Leddick, Don","David at the Flood of the Salt River, Tempe, Arizona, from the "Water as a Cultural Reflection"" series"",1993,"Chromogenic development print",,1994:40,1994_40.jpg
192,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 3/4 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.83,1982_64_83.JPG
193,"Sheikh, Fazal","Rachel and Ochol, Family Section, Sudanese Refugee Camp, Lokichoggio, Kenya",1992-1993,"Gelatin silver print",,1994:64,1994_64.jpg
194,"Winogrand, Garry","Untitled, From the "Women are Beautiful"" Portfolio"","c. 1970, portfolio 1981","Gelatin silver print","image: 8 13/16 in x 13 1/8 in; paper: 11 in x 14 in",1982:64.85,1982_64_85.jpg
195,"Teemer, Jack","Cincinnati, From "Color Photographs"" Portfolio"","1981, portfolio 1985","Chromogenic development print","paper: 11 in x 14 in",1986:4,1986_04.JPG
196,"Teemer, Jack","Dayton, From "Color Photographs"" Portfolio"","1983, portfolio 1985","Chromogenic development print","paper: 11 in x 14 in",1986:10,1986_10.jpg
197,"Cartwright, Gunther","NIGHT WIND",1974,"Gelatin silver print","paper: 11 in x 13 3/4 in",1988:183,1988_183.jpg
198,"Teemer, Jack","Dayton, From "Color Photographs"" Portfolio"","1983, portfolio 1985","Chromogenic development print","paper: 11 in x 14 in",1986:8,1986_08.jpg
199,"Uelsmann, Jerry N.",Untitled,1975,"Gelatin silver print","image: 13 7/16 in x 9 1/16 in; paper: 14 in x 11 in",1982:177,1982_177.jpg
200,"Michals, Duane","Gilles, from the "Poetry and Tales"" series"",1991,"Gelatin silver print","image each: 4 13/16 in x 6 3/4 in",1992:40.a-d,1992_40a_d.jpg
201,"Thorne-Thomsen, Ruth","Liberty Head, from the "Expeditions"" series"","1978; portfolio 1976-1984","Gelatin silver print","image: 3 1/2 in x 4 1/2 in; paper: 4 in x 5 in",1980:103,1980_103.JPG
202,"Teemer, Jack","Dayton, From "Color Photographs"" Portfolio"","1983, portfolio 1985","Chromogenic development print","paper: 11 in x 14 in",1986:7,1986_7.jpg
203,"Reininger, Alon","Sopia Sisou, A Cambodian Refugee With AIDS, Contracted the Virus From Her Husband, An Intravenious Drug User",1989,"Chromogenic development print","image: 12 in x 18 in; paper: 16 in x 20 in",1991:16,1991_16.jpg
204,"Younger, Dan","Windowsill Detail, Office, from the "Objects In My Father's Basement"" series"",1991,"Gelatin silver print","image: 13 7/8 in x 17 7/8 in; paper: 16 in x 20 in",1992:46,1992_46.jpg
205,"Arbus, Diane","Hermaphrodite and a dog in a carnival trailer, Maryland",1970,"Gelatin silver print","image: 14 3/8 in x 14 1/16 in; mat: 24 in x 21 7/8 in; paper: 20 IN x 16 IN",1993:10,1993_10.jpg
206,"Temkin, Brad","Phillips, Wisconsin, From "Brad Temkin: A Portfolio"""","1989, portfolio 1992","Gelatin silver print","paper: 8 in x 10 in",1993:50.9,1993_50_9.JPG
207,"Phillips, Russell B.","Two Men Looking in Window, North Lincoln Avenue, from Changing Chicago",1984,"Dye imbibition print","mat: 20 in x 16 in; paper: 11 in x 14 in",1995:596,1995_596.jpg
208,"Collins, Kathleen","Untitled, from Changing Chicago",1988,"Chromogenic development print","paper: 8 in x 10 in",1995:161,1995_161.JPG
209,"Cable, Wayne","Elanor, from Changing Chicago",1988,"Chromogenic development print","image: 10 1/8 in x 10 in; paper: 14 in x 11 in",1995:393,1995_393.JPG
210,"Arndt, Thomas Frederick","Auction Barn, Sleepyeye, Minnesota, from the "Farm Families"" project"",1985,"Gelatin silver print","image: 12 1/8 in x 8 1/4 in; mat: 22 in x 28 in; paper: 16 IN x 20 IN",1995:703,1995_703.jpg
211,"Callahan, Harry","Aix-En-Provence, France",1957,"Gelatin silver print","image: 9 5/16 in x 11 13/16 in; paper: 11 in x 14 in",1984:14,1984_14.jpg
212,"Barnbaum, Bruce","Cloud Over White Mountains",1978,"Gelatin silver print","board: 22 in x 28 in; image/paper: 13 1/4 in x 19 in; mat: 22 in x 28 in; paper: 13 1/4 in x 18 15/16 in",1988:69,1988_69.jpg
213,"Pinney, Melissa Ann","The Wedding of Binni Katz and Mark Swislow, from Changing Chicago","June 23, 1988","Chromogenic development print","paper: 16 in x 20 in",1989:148,1989_148.jpg
214,"Pinney, Melissa Ann","Relationship Manager Conference; LaSalle National Bank, from Changing Chicago","October 6, 1987","Chromogenic development print","paper: 16 in x 20 in",1989:149,1989_149.jpg
215,"Pinney, Melissa Ann","Venus de Milo: Wedding Reception of Catherine Shumate and Ted Cox, from Changing Chicago","January 1, 1987","Chromogenic development print","paper: 16 in x 20 in",1989:150,1989_150.jpg
216,"Morgan, Barbara","Martha Graham: American Document (Trio: Maslow, Flier, and Mazia)","1938; printed 1980","Gelatin silver print","paper: 16 in x 20 in",2000:3,2000_3.jpg
217,"Pinney, Melissa Ann","Donna and Jaime Sommers (Mother and Daughter), from Changing Chicago","April 29, 1988","Chromogenic development print","paper: 16 in x 20 in",1989:153,1989_153.jpg
218,"Pinney, Melissa Ann","Sea Lion Aquatic Park Lisle, Illinois, from Changing Chicago",1988,"Chromogenic development print","paper: 16 in x 20 in",1989:154,1989_154.jpg
219,"Pinney, Melissa Ann","The 80th Birthday Party of Tillit Lubin, from Changing Chicago",1988,"Chromogenic development print","overall: 16 in x 20 in",1989:155,1989_155.jpg
220,"Pinney, Melissa Ann","Two Generations: Bridal Couple With Bride's Mother and Stepfather, from Changing Chicago",1988,"Chromogenic development print","paper: 16 in x 20 in",1989:156,1989_156.jpg
221,"Pinney, Melissa Ann","The Wedding Reception of Martha Rubin; Cutting the Cake, from Changing Chicago",1988,"Chromogenic development print","paper: 16 in x 20 in",1989:157,1989_157.jpg
222,"Pinney, Melissa Ann","Contestants for Sexiest? Women's Costume, Halloween Dance, 2740 North Clybourn, from Changing Chicago","October 31, 1987","Chromogenic development print","paper: 16 in x 20 in",1989:158,1989_158.jpg
223,"Pinney, Melissa Ann","Paula Moore and Her Daughter Alicia, from Changing Chicago","October 20, 1987","Chromogenic development print","paper: 16 in x 20 in",1989:159,1989_159.jpg
224,"Teemer, Jack","Cleveland, From "Color Photographs"" Portfolio"","1983, portfolio 1985","Chromogenic development print","paper: 11 in x 14 in",1986:6,1986_06.jpg
225,"Teemer, Jack","Cincinnati, From "Color Photographs"" Portfolio"","1981, portfolio 1985","Chromogenic development print","paper: 11 in x 14 in",1986:3,1986_03.JPG
226,"Teemer, Jack","Dayton, From "Color Photographs"" Portfolio"","1983, portfolio 1985","Chromogenic development print","paper: 11 in x 14 in",1986:9,1986_09.jpg
227,"Morgan, Barbara","Corn Leaf Rhythm","1945; printed 1980","Gelatin silver print","paper: 16 in x 20 in",2000:5,2000_5.jpg
228,"Teemer, Jack","Dayton, From "Color Photographs"" Portfolio"","1984, portfolio 1985","Chromogenic development print","paper: 11 in x 14 in",1986:11,1986_11.jpg
229,"Teemer, Jack","Pittsburgh, From "Color Photographs"" Portfolio"","1984, portfolio 1985","Chromogenic development print","paper: 14 in x 11 in",1986:14,1986_14.jpg
230,"Morgan, Barbara","Martha Graham: Letter to the World","1940; printed 1980","Gelatin silver print","image: 13 1/2 in x 15 1/2 in; paper: 16 in x 20 in",2000:2,2000_2.jpg
231,"Natali, Enrico","Untitled, from "Subway"" series"",1960,"Gelatin silver print","paper: 5 1/2 in x 5 1/2 in",1991:82,1991_82.JPG
232,"Lyon, Danny","Entering prison, from "Conversations with the Dead"""","1967-1969, printed c.1980","Gelatin silver print","paper: 14 in x 11 in",1988:37.3,1988_37_3.JPG
233,"Lyon, Danny","Entering prison, two years for burglary, ten years for robbery, from "Conversations with the Dead"""","1967-1969, printed c.1980","Gelatin silver print","paper: 11 in x 14 in",1988:37.5,1988_37_5.JPG
234,"Lyon, Danny","Contents of arriving prisoner's wallet, from "Conversations with the Dead"""","1967-1969, printed c.1980","Gelatin silver print","paper: 14 in x 11 in",1988:37.4,1988_37_4.JPG
235,"Lyon, Danny","New arrivals from Corpus Christi, from "Conversations with the Dead"""","1967-1969, printed c.1980","Gelatin silver print","paper: 11 in x 14 in",1988:37.7,1988_37_7.JPG
236,"Lyon, Danny","Main corridor, from "Conversations with the Dead"""","1967-1969, printed c.1980","Gelatin silver print","paper: 11 in x 14 in",1988:37.8,1988_37_8.JPG
237,"Lyon, Danny","Four years, burglary, from "Conversations with the Dead"""","1967-1969, printed c.1980","Gelatin silver print","paper: 11 in x 14 in",1988:37.9,1988_37_9.JPG
238,"Lyon, Danny","Cotton picker; life sentence, robbery, from "Conversations with the Dead"""","1967-1969, printed c.1980","Gelatin silver print","paper: 11 in x 14 in",1988:37.43,1988_37_43.JPG
239,"Boersma, Jay","School Crossing Guard, Earl's Appliances, from Changing Chicago",1987,"Chromogenic development print","paper: 11 in x 14 in",1995:554,1995_554.JPG
240,"Lieberman, Archie","Unknown, from the Farm Families Project",n.d.,"Gelatin silver print","paper: 24 in x 20 in",1995:669,1995_669.jpg
241,"Gross, Steven E.","The Eagle has Landed, from "A Year in Chicago's Grant Park"""",1983,"Gelatin silver print","image: 8 3/4 in x 5 5/8 in; paper: 10 in x 8 in",1984:88,1984_88.JPG
242,"Steiner, Ralph",Untitled,n.d.,"Gelatin silver print","paper: 4 5/8 in x 3 9/16 in",1989:112,1989_112.jpg
243,"Steiner, Ralph",Untitled,n.d.,"Gelatin silver print","paper: 4 5/8 in x 3 9/16 in",1989:113,1989_113.jpg
244,"Johnson, Warren","Untitled, from Columbia College 1987 Graduate Portfolio",1987,"Gelatin silver print","overall: 11 in x 14 in",1987:107,1987_107.jpg
245,"Steiner, Ralph",Untitled,n.d.,"Gelatin silver print","paper: 4 11/16 in x 3 11/16 in",1989:115,1989_115.jpg
246,"Epstein, Mitch","Bombay, India",1983,"Chromogenic development print","paper: 20 in x 24 in",1986:182,1986_182.jpg
247,"Gardner, George W.","Pacific Ocean at Venice, California",n.d.,"Gelatin silver print","paper: 11 in x 14 in",1989:125,1989_125.jpg
248,"Perez, Antonio","Steel Worker, South Chicago, from Changing Chicago",1987,"Gelatin silver print","mat: 20 in x 24 in; paper: 16 in x 20 in",1989:168,1989_168.jpg
249,"Gardner, George W.","Untitled, Reflection in Stream",n.d.,"Gelatin silver print","paper: 12 1/4 in x 8 11/16 in",1989:128,1989_128.jpg
250,"Gardner, George W.","Jesus Del Monte, Morelia Mexico",1968,"Gelatin silver print","paper: 11 in x 13 7/8 in",1989:129,1989_129.jpg
